lat_centroid,lon_centroid,cluster_index,place_name,google_place_id,place_address,place_category,place_type,place_lat,place_lon,distance_to_centroid,time_of_arrival,time_of_day,day_of_week,har,category_id
39.90677455506822,116.41504374512672,27,金凤成祥,ChIJmYb7Y8pS8DURJJrc0yixgC0,"大华路口西（近黄庄）, Dongcheng Qu, Beijing Shi",restaurants,bakery,39.906154,116.416102,113.61911391416136,2009-04-25 10:04:41+08:00,36281,5,2,1
39.90253871167928,116.40972260503848,28,首都大酒店游泳馆,ChIJ70W_yrBS8DUR1nsRRKXdWUs,"前门东大街3号首都大酒店, Dongcheng Qu, Beijing Shi",leisure,stadium,39.901803,116.409006,102.12301054434636,2009-04-25 11:09:23+08:00,40163,5,4,0
39.90164268819777,116.40795466019846,29,首都大酒店游泳馆,ChIJ70W_yrBS8DUR1nsRRKXdWUs,"前门东大街3号首都大酒店, Dongcheng Qu, Beijing Shi",leisure,stadium,39.901803,116.409006,91.4367183726966,2009-04-25 11:25:40+08:00,41140,5,2,0
39.94113149114521,116.3471065697308,30,金柜,ChIJZ9zV0cpT8DURy_jQVMZ0NH8,"西直门外大街135号展览馆宾馆8楼, Xicheng Qu, Beijing Shi",restaurants,bar,39.9419,116.346338,107.68348003511352,2009-03-14 11:05:34+08:00,39934,5,3,1
39.99496087429271,116.31830096557756,31,银梦西餐酒吧,ChIJG3yxhqVW8DURAOAkyT724D8,"X8W8+QH5, Haidian District",restaurants,bar,39.996877,116.316481,263.49933150226224,2009-05-17 13:34:05+08:00,48845,6,2,1
39.94839091055503,116.7987063221134,32,燕鑫时代健身俱乐部,ChIJWZzp-lR18TURkXPIqay19-0,"WQXX+3JQ, Sanhe, Langfang",sport,gym,39.947705,116.799097,83.22386046243844,2009-04-04 20:32:49+08:00,73969,5,2,2
39.9391765637945,116.31595886649394,33,军乐食府,ChIJDWi8DIVR8DURnbgN5Nx9IKE,"Zizhu Bridge, Haidian District",restaurants,restaurant,39.938889,116.316667,68.31786964928142,2009-04-30 13:40:37+08:00,49237,3,2,1
39.93954886928156,116.31052858165044,34,一日千里歌城,ChIJ61vXepBR8DURjQM5KbGAZ-4,"昌运宫3号楼, Haidian Qu, Beijing Shi",restaurants,bar,39.939991,116.310757,52.87920628520948,2009-06-28 10:51:53+08:00,39113,6,3,1
39.93671581409328,116.32283218198408,35,星巴克,ChIJvV5tiCdS8DURk7ExqOqypF8,首体南路9号主语国际4号楼1楼东南角(地铁白石桥南站A口出20米即是),restaurants,cafe,39.9353179,116.3250407,244.16859881434323,2009-02-11 09:19:16+08:00,33556,2,2,1
39.95088966155695,116.3286771550051,36,气象学院体育场,ChIJDz5CotZT8DURKxWr5t29AqE,"X82H+8Q5, Haidian District",leisure,stadium,39.950766,116.32947,68.96810626869306,2009-04-30 17:56:17+08:00,64577,3,1,0
40.00526817890027,116.30339001609713,37,Fuyuanmen,ChIJ3xYX7rhW8DURUokyLhIbouQ,"2833+575, Haidian District",restaurants,restaurant,40.00288299999999,116.303248,265.49586968939,2009-05-01 16:09:29+08:00,58169,4,2,1
40.01150137893404,116.3015951252044,38,Yuanmingyuan Park,ChIJ09grWqdW8DURTB0kM62Vn_A,"Haidian District, Beijing",leisure,tourist_attraction,40.0080982,116.2982148,475.4822613499717,2009-05-01 16:31:14+08:00,59474,4,2,0
39.92250919048968,116.36013396375374,39,金百万烤鸭店西城店,ChIJ3bKvYFtS8DURDOs85qX9khI,"阜内大街290号, Xicheng Qu, Beijing Shi",restaurants,restaurant,39.923578,116.361879,190.4440701946766,2009-05-02 16:59:37+08:00,61177,5,2,1
39.92236413725399,116.35253901688448,40,Be For Time Tea House,ChIJIassokFS8DURzlS7rNS-JZQ,"1-3 Nan Li Shi Lu, Xicheng Qu",restaurants,cafe,39.922812,116.352795,54.37442295093432,2009-05-02 17:14:32+08:00,62072,5,1,1
39.908431063993866,116.36822156292313,41,Cultural Palace of Nationalities,ChIJzdExImNS8DUR7fnnVC4MnAc,"49 Fu Xing Men Nei Da Jie, Xicheng Qu, Beijing Shi",leisure,tourist_attraction,39.90820900000001,116.369134,81.64925070738983,2009-04-15 18:15:39+08:00,65739,2,2,0
31.168712409946234,121.39412068682796,42,Yinfa Wuyou Old Age Life Home,ChIJqUKBHmFksjURjQc8rKRBZys,"1658 Gu Mei Lu, Xuhui Qu",leisure,amusement_park,31.168072,121.395953,188.31668057149705,2009-05-22 18:08:44+08:00,65324,4,2,0
31.17139794226256,121.3931038364106,43,联谊会,ChIJefBG_mZksjURzhDdUkvLzB8,"莲花路1728号, Minhang Qu, Shanghai Shi",leisure,night_club,31.169271,121.391609,275.9745083157728,2009-05-22 18:33:54+08:00,66834,4,3,0
31.194918307991323,121.43642306715611,44,Grand Gateway Shanghai,ChIJT1CuIzFlsjURTEQJ2CzP3FA,China,leisure,shopping_mall,31.1944205,121.4372385,95.28859840581468,2009-05-22 19:25:11+08:00,69911,4,4,0
31.196622243437123,121.4328311640126,45,Leshan Greenland,ChIJ32DXSTplsjURKb3bjs84FI0,"37 Le Shan Lu, Jiao Tong Da Xue, Xuhui Qu",leisure,park,31.195874,121.431825,126.81225660940436,2009-05-22 20:28:36+08:00,73716,4,3,0
31.22103364088966,121.41560684201632,46,马车道,ChIJHVK9O2RlsjUR_lfZJr9kU0w,"Hui Chuan Lu, Zhong Shan Gong Yuan, Changning Qu",restaurants,bar,31.22033699999999,121.416107,90.8985694537847,2009-05-22 21:37:00+08:00,77820,4,4,1
31.224985915069976,121.42211790394312,47,Baiweilin,ChIJ6-tMSGBlsjURmvPvguIZtOw,"1465 Wan Hang Du Lu, Changning Qu",restaurants,bakery,31.22460499999999,121.420458,163.42028314276317,2009-05-22 23:18:45+08:00,83925,4,4,1
31.223264372717228,121.4222963456096,48,Baiweilin,ChIJ6-tMSGBlsjURmvPvguIZtOw,"1465 Wan Hang Du Lu, Changning Qu",restaurants,bakery,31.22460499999999,121.420458,229.7368275285533,2009-05-23 14:37:23+08:00,52643,5,1,1
31.224092311278195,121.42070798766916,49,Baiweilin,ChIJ6-tMSGBlsjURmvPvguIZtOw,"1465 Wan Hang Du Lu, Changning Qu",restaurants,bakery,31.22460499999999,121.420458,61.76580882038191,2009-05-23 15:51:33+08:00,57093,5,1,1
31.23083814678992,121.46992193126052,50,CIROS plaza,ChIJK9bKxGpwsjURnCw_kRAyFcQ,"388 Nan Jing Xi Lu, Huangpu Qu",leisure,shopping_mall,31.2312158,121.469416,63.85506936362189,2009-05-23 10:51:11+08:00,39071,5,1,0
31.23682316930368,121.47153807020784,51,王朝(酒品店NO.1),ChIJs3U-OkFwsjUR2EZZZTAOd5E,"61号甲 Bei Jing Xi Lu, Huangpu Qu",restaurants,liquor_store,31.236944,121.47233,76.48227548471833,2009-05-23 11:35:48+08:00,41748,5,1,1
31.237392156572703,121.47551743600388,52,Great Shanghai Cinema,ChIJkWlt4ENwsjURXHvWgzdIbd8,"500 Xi Zang Zhong Lu, Nan Jing Lu, Huangpu Qu",leisure,movie_theater,31.236004,121.474266,194.89036405237795,2009-05-23 12:00:56+08:00,43256,5,3,0
31.23898873941064,121.47907850530449,53,宜芝多,ChIJ0fNSc1twsjURAGUSK6XYcaE,"Shang Hai Zhi Di Guang Chang, 409 Nan Jing Lu Bu Xing Jie, Huangpu Qu",restaurants,restaurant,31.2381387,121.4778388,151.0820542342876,2009-05-23 13:00:16+08:00,46816,5,3,1
39.88312531769558,116.45335865937462,54,明珠商场,ChIJV8-LXWSt8TURKn2mwQRg4jA,"劲松南路, Chaoyang Qu, Beijing Shi",leisure,shopping_mall,39.883484,116.451366,174.64042929862163,2009-07-03 11:40:47+08:00,42047,4,4,0
39.87925609054656,116.42860250028782,55,Longtan Xihu Park （West Gate）,ChIJsd6dBqmy8TURG5gX8wp5P-Q,"龙潭西里对面, Long Tan Xi Li, Dongcheng Qu",leisure,park,39.880569,116.427756,162.8811001321862,2009-05-28 11:51:43+08:00,42703,3,2,0
39.87310822297337,116.43301601967508,56,原始森林,ChIJ8ch_VaGy8TURHacOMvMQAJc,"19 Zuo An Men Nei Da Jie, Dongcheng Qu",restaurants,restaurant,39.87218,116.43284,104.3011788429778,2009-05-28 09:30:08+08:00,34208,3,2,1
39.86466881513416,116.42963725044837,57,Beijing Fangzhuang Shopping Center,ChIJfyyhurey8TURHqSHs8TsrpI,"24 Pu Fang Lu, Fang Zhuang, Fengtai Qu",leisure,shopping_mall,39.865567,116.4289883,114.2036385278626,2009-05-27 19:22:49+08:00,69769,2,2,0
39.86458234565218,116.42698582536232,58,北京中侨免税外江商场,ChIJZelqSbay8TURrrHQGo8YAHE,"蒲芳路, Fengtai Qu, Beijing Shi",leisure,shopping_mall,39.865496,116.427788,122.50995483388866,2009-05-27 20:31:57+08:00,73917,2,1,0
39.87483236175549,116.43539246833856,59,Beijing Teaching Botanical Garden （Northwest Gate）,ChIJAeeCcqSy8TURPZov_XAG6E4,"Zuo An Men Nei Da Jie, Dongcheng Qu",leisure,tourist_attraction,39.875511,116.435979,90.55176012248316,2009-05-28 09:58:13+08:00,35893,3,3,0
39.87441273395594,116.43713654525862,60,Beijing Teaching Botanical Garden （Northwest Gate）,ChIJAeeCcqSy8TURPZov_XAG6E4,"Zuo An Men Nei Da Jie, Dongcheng Qu",leisure,tourist_attraction,39.875511,116.435979,157.07103417436463,2009-05-28 10:12:43+08:00,36763,3,4,0
39.878904461790015,116.43660288255882,61,娱乐城堡,ChIJma042Kay8TURs8sprnXk51Y,"北京游乐园内, Dongcheng Qu, Beijing Shi",leisure,night_club,39.878687,116.436267,37.49902468123782,2009-05-28 11:22:48+08:00,40968,3,3,0
39.96060371670033,116.32903290344557,62,味多美网络订购,ChIJoamoBNlT8DUR4NArro1ghjo,"中关村南大街12号, Haidian Qu, Beijing Shi",restaurants,restaurant,39.95840400000001,116.328287,252.72451408905783,2009-05-28 16:30:03+08:00,59403,3,1,1
39.93695245592191,116.33390053792304,63,Weilan Yihai'an Night Club,ChIJC72-3y5S8DURO8-i_fpBqjg,China,leisure,night_club,39.937814,116.332212,172.9237561368397,2009-05-02 10:56:16+08:00,39376,5,2,0
39.94213933546512,116.33300713895348,64,小动物爱心俱乐部,ChIJ-cUj8CxS8DURmX1_ql2eD9E,"西直门外大街137号动物园院内, Xicheng Qu, Beijing Shi",leisure,night_club,39.94291200000001,116.332955,86.03140219336045,2009-05-28 17:50:18+08:00,64218,3,2,0
39.90242041234541,116.42123382874244,65,Fuyuanwei Supermarket,ChIJ13_7ukqt8TURJ32xKf-07_s,"8 Chuan Ban Hu Tong, Dongcheng Qu",leisure,shopping_mall,39.90355299999999,116.4203025,148.90164300787347,2009-01-12 22:17:24+08:00,80244,0,1,0
40.01255846428572,116.47611277466449,66,鹤一,ChIJ1fq4FGSq8TURnKF5dvKdWi4,China,restaurants,cafe,40.01199,116.473698,215.1494956044917,2009-06-04 20:23:40+08:00,73420,3,2,1
40.00942854459135,116.47218666045671,67,味中天酒楼,ChIJ8dDRKmeq8TURy1SCgkFO17I,"Guang Ze Lu, Wang Jing, Chaoyang Qu",restaurants,restaurant,40.0084838,116.4724085,106.73650858347608,2009-06-04 20:31:10+08:00,73870,3,4,1
40.129240440015,116.48559934231332,68,Chunhuiyuan Resort Robust Center,ChIJecrBnZgD8TURfxZHy3C6jRE,"4FHR+Q43, Shunyi District",leisure,stadium,40.129387,116.490296,399.6368274629019,2009-06-04 21:43:48+08:00,78228,3,1,0
39.99962656569151,116.33312904237778,69,Tsinghua University Art Museum,ChIJ6Q0CNBhU8DUR-tDqpsEDL4I,"清华大学内, Haidian Qu, Beijing Shi",leisure,tourist_attraction,39.99944,116.335617,212.93955158070327,2009-02-16 10:03:13+08:00,36193,0,3,0
39.91134505055555,116.42809953166666,70,Beijing International Hotel Fitness Center,ChIJ4WfuWzCt8TURRj_M47rZG3w,"9 Jian Guo Men Nei Da Jie, Chao Yang Men, Dongcheng Qu",sport,gym,39.90979799999999,116.428296,172.8386576927334,2009-06-11 15:21:58+08:00,55318,3,1,2
40.09313325279405,116.08223118326862,72,Beijing Fenghuangling Nature Park （South Gate）,ChIJxRQZtKZf8DURzeqhyw-WAdE,"33WM+8H8, Haidian District",leisure,park,40.095781,116.083944,328.49426992347594,2009-06-13 12:52:57+08:00,46377,5,2,0
40.09964573372153,116.0739587706004,75,Jin'gang Stone Pagoda,ChIJ5ZRE5qJf8DURUuRV2kgPkRI,"432H+3CW, Haidian District",leisure,tourist_attraction,40.100234,116.078577,398.21532633244993,2009-06-13 14:54:16+08:00,53656,5,3,0
40.09941871669398,116.07803107198497,76,Jin'gang Stone Pagoda,ChIJ5ZRE5qJf8DURUuRV2kgPkRI,"432H+3CW, Haidian District",leisure,tourist_attraction,40.100234,116.078577,101.8555983876718,2009-06-13 15:12:14+08:00,54734,5,1,0
40.10064452926588,116.08318968948412,77,Huangpuyuan,ChIJs67l0aFf8DURSUJLACrZqYA,"33XP+X4F, Haidian District",leisure,tourist_attraction,40.099948,116.085287,194.4750051789098,2009-06-13 15:38:59+08:00,56339,5,1,0
40.102581033456126,116.0837872067719,78,Biyutan,ChIJfQ4bZZ5f8DURFQvCMtz1rc8,"433P+PGV, Haidian District",leisure,tourist_attraction,40.104351,116.086299,290.4702692181911,2009-04-06 12:09:32+08:00,43772,0,4,0
40.1049505577591,116.08595332175072,79,Biyutan,ChIJfQ4bZZ5f8DURFQvCMtz1rc8,"433P+PGV, Haidian District",leisure,tourist_attraction,40.104351,116.086299,72.86257867495692,2009-06-13 16:42:24+08:00,60144,5,4,0
40.10351046498203,116.09215971319696,80,蒙古包,ChIJleBZqXZf8DURDpS7-L7IvKA,"凤凰岭自然风景区, Haidian Qu, Beijing Shi",restaurants,restaurant,40.10341400000001,116.094194,173.35065323387408,2008-11-16 10:55:53+08:00,39353,6,4,1
40.124366886370574,116.1859376909595,81,蜀乡悦食府,ChIJZ1dd9K738DURvIOqD-qFbvI,"沙阳路, Haidian Qu, Beijing Shi",restaurants,restaurant,40.125435,116.190819,431.68985786713233,2009-06-14 14:54:14+08:00,53654,6,1,1
40.069829081652685,116.31341148506114,82,Xinshixian Movie Bar,ChIJ0cVD4qX48DUR8Y1dp2NpURk,"3896+RV6, Changping District",leisure,casino,40.069526,116.312148,112.67244490427068,2008-10-09 19:00:18+08:00,68418,3,3,0
39.89471208809332,116.31471119828764,83,吉野家,ChIJ8YHgehJO8DURr5C-37GNm5U,"V8W6+2XH, Haidian District",restaurants,restaurant,39.89506,116.31249,193.40211866644185,2009-06-09 21:01:25+08:00,75685,1,4,1
39.96585266105505,116.31745050020032,84,Beijing Science Hall,ChIJfZUH32ZR8DURJseZpFrZkfM,"1 Zhong Guan Cun Nan Da Jie, Haidian Qu",leisure,museum,39.965078,116.317754,89.93806170848215,2009-02-15 15:01:14+08:00,54074,6,2,0
31.29646663281832,121.54678255381138,85,天天奶茶汉堡,ChIJydn62XJ0sjURGEtVqpW1zvw,"延吉东路115弄, Yangpu Qu, Shanghai Shi",restaurants,cafe,31.295502,121.545879,137.38906340097068,2009-06-28 20:01:52+08:00,72112,6,3,1
31.294010818850577,121.54584710390805,86,Yangpu Bureau Of Education Retire Jiaogong Activity Center,ChIJhVX3IQ10sjURNWnzdcxpePQ,"延吉东路131弄19, Yan Ji Dong Lu, Yangpu Qu",leisure,museum,31.2935526,121.5458711,51.002673571212085,2009-06-26 18:16:07+08:00,65767,4,4,0
31.302196725308644,121.50939721604938,87,Taowu Japanese Restaurant,ChIJk-pkKcdzsjURUJaE-BpVEHM,"230 Zheng Min Lu, Wu Jiao Chang, Yangpu Qu",restaurants,restaurant,31.302456,121.507592,173.91846201181832,2009-06-26 18:55:22+08:00,68122,4,3,1
31.30366201364692,121.50910891898955,88,Weider-Tera Fitness Club Chamber,ChIJ3ao8rsBzsjUR2ry1D2U24Ss,"11 Jin Chuang Lu, Yangpu Qu",sport,gym,31.304368,121.508988,79.33836665990692,2009-06-26 20:44:44+08:00,74684,4,3,2
31.296037130000546,121.54472335864676,89,Yangpu Bureau Of Education Retire Jiaogong Activity Center,ChIJhVX3IQ10sjURNWnzdcxpePQ,"延吉东路131弄19, Yan Ji Dong Lu, Yangpu Qu",leisure,museum,31.2935526,121.5458711,297.012946719751,2009-06-28 20:17:37+08:00,73057,6,1,0
31.28837543323188,121.54962719256554,90,广一里委图书室,ChIJAb2hHRJ0sjURY37k8X3cRsk,"图们路, Yangpu Qu, Shanghai Shi",leisure,museum,31.288837,121.549326,58.76450717545221,2009-06-27 21:17:00+08:00,76620,5,3,0
31.113726059531285,121.05107697945088,91,Fashions Bar and Lounge,ChIJc6TTRbH5sjURqX2aiTpILUA,"Zhu Hu Lu, Qingpu Qu",restaurants,bar,31.11313900000001,121.049827,135.7259656485787,2009-06-28 12:16:22+08:00,44182,6,3,1
31.112462088537704,121.05064398413302,92,Fashions Bar and Lounge,ChIJc6TTRbH5sjURqX2aiTpILUA,"Zhu Hu Lu, Qingpu Qu",restaurants,bar,31.11313900000001,121.049827,108.23438786374666,2009-06-28 14:19:37+08:00,51577,6,1,1
31.1109789402368,121.0497563628299,93,Fashions Bar and Lounge,ChIJc6TTRbH5sjURqX2aiTpILUA,"Zhu Hu Lu, Qingpu Qu",restaurants,bar,31.11313900000001,121.049827,240.28214569965024,2009-06-28 13:22:57+08:00,48177,6,2,1
31.11538212349495,121.04856078543898,94,Laojiefang,ChIJSYUSX7H5sjURIXc1WSR8rqE,"Zhu Hu Lu, Qingpu Qu",restaurants,restaurant,31.114079,121.049503,170.4165669843669,2009-06-28 15:28:12+08:00,55692,6,4,1
31.116848630335365,121.04602155030489,95,Majia Garden Kezhi Garden,ChIJ0VvzBLL5sjURdBo0zbtG2yY,Qingpu District,leisure,park,31.1149545,121.0453351,220.522728073346,2009-06-28 17:11:32+08:00,61892,6,1,0
31.19606727992248,121.34180731306633,96,Pacific Coffee,ChIJ4d8FL5tmsjUROhKq8KzoK8w,"虹桥国际机场1号航站楼出发公众区, Ying Bin Yi Lu, Changning Qu",restaurants,cafe,31.194077,121.346099,464.3447733088013,2009-06-29 10:35:05+08:00,38105,0,4,1
39.95964710142952,116.35915191190684,97,味多美,ChIJAR2q3JdT8DURlIGh5zJpOKc,"9 Xue Yuan Nan Lu, Bei Tai Ping Zhuang, Haidian Qu",restaurants,bakery,39.95820990000001,116.3585225,168.57348628269796,2008-11-20 08:15:10+08:00,29710,3,3,1
39.96020557212668,116.36404169123053,98,北京师范大学-体育场,ChIJLQkUcplT8DURDbUIZYhvHQc,"X967+5CX, Beitaipingzhuang, Haidian District",leisure,stadium,39.96048599999999,116.363602,48.75131504005887,2008-11-15 10:01:22+08:00,36082,5,3,0
39.99595487545336,116.30944507425411,99,四季旱冰馆,ChIJhRKBKrFW8DUROVaN8s6dFrk,"镜春路, Haidian Qu, Beijing Shi",sport,gym,39.996433,116.307399,182.2232302415001,2009-04-27 11:33:00+08:00,41580,0,2,2
39.99852255555556,116.3125644821256,100,半打啤酒屋,ChIJI8hXxLpW8DURtWoQ-rx8s2I,"银锭桥西北20米, Haidian Qu, Beijing Shi",restaurants,bar,39.99931599999999,116.312177,94.19897611903086,2009-07-02 18:14:37+08:00,65677,3,1,1
40.08036231734729,116.23635337099697,101,阳坊胜利涮羊肉-永丰店,ChIJyVmgZAf48DURZCszBd8Pnbs,"丰润中路, Haidian Qu, Beijing Shi",restaurants,restaurant,40.082875,116.238501,333.8393615514028,2009-07-05 13:54:06+08:00,50046,6,3,1
40.01430115174578,116.30624114372569,102,Shejian Shangde Breakfast,ChIJbxY6xpNW8DURiPDJGpdjyR0,"S 50 Bei Wu Huan, Haidian Qu",restaurants,restaurant,40.01528,116.305991,110.90820202448198,2008-11-16 14:45:59+08:00,53159,6,2,1
39.9938420276705,116.1985545552504,103,香山健锐营八旗营房,ChIJoeIPEUda8DURtux46kkFtbU,"X5VX+WHP, Haidian District",leisure,tourist_attraction,39.994842,116.198944,116.03575321737426,2009-07-20 21:31:57+08:00,77517,0,1,0
40.00110507565408,116.17190726696955,104,老望京楼,ChIJHzJ3nJxb8DURTljLLW66HQc,"Unnamed Road, Haidian Qu, Beijing Shi",leisure,tourist_attraction,40.0047882,116.1691967,470.1400082165331,2009-09-20 11:19:42+08:00,40782,6,4,0
40.00253296989287,116.16990302460972,105,老望京楼,ChIJHzJ3nJxb8DURTljLLW66HQc,"Unnamed Road, Haidian Qu, Beijing Shi",leisure,tourist_attraction,40.0047882,116.1691967,257.88618141316687,2008-10-25 12:14:15+08:00,44055,5,4,0
39.99355300823623,116.18723414374584,106,Xiangshan Park,ChIJC3E87U1a8DUR5z_FM4H9gBw,Haidian District,leisure,park,39.9923587,116.1861605,161.25013427309733,2009-08-18 10:58:07+08:00,39487,1,2,0
